filepath,liver_maskpath,tumor_maskpath,study_number,instance_number,liver_mask_empty,tumor_mask_empty
/root/autodl-tmp/LiTS/volume-0_67.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_67.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_67.png,0,67,True,True
/root/autodl-tmp/LiTS/volume-0_68.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_68.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_68.png,0,68,True,True
/root/autodl-tmp/LiTS/volume-0_69.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_69.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_69.png,0,69,True,True
/root/autodl-tmp/LiTS/volume-0_70.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_70.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_70.png,0,70,True,True
/root/autodl-tmp/LiTS/volume-0_71.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_71.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_71.png,0,71,True,True
/root/autodl-tmp/LiTS/volume-0_72.png,/root/autodl-tmp/LiTS/segmentation-0_livermask_72.png,/root/autodl-tmp/LiTS/segmentation-0_lesionmask_72.png,0,72,True,True
/root/autodl-tmp/LiTS/volume-1_56.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_56.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_56.png,1,56,True,True
/root/autodl-tmp/LiTS/volume-1_57.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_57.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_57.png,1,57,True,True
/root/autodl-tmp/LiTS/volume-1_58.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_58.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_58.png,1,58,True,True
/root/autodl-tmp/LiTS/volume-1_59.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_59.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_59.png,1,59,True,True
/root/autodl-tmp/LiTS/volume-1_60.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_60.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_60.png,1,60,True,True
/root/autodl-tmp/LiTS/volume-1_61.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_61.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_61.png,1,61,True,True
/root/autodl-tmp/LiTS/volume-1_62.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_62.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_62.png,1,62,True,True
/root/autodl-tmp/LiTS/volume-1_63.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_63.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_63.png,1,63,True,True
/root/autodl-tmp/LiTS/volume-1_64.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_64.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_64.png,1,64,True,True
/root/autodl-tmp/LiTS/volume-1_65.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_65.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_65.png,1,65,True,True
/root/autodl-tmp/LiTS/volume-1_66.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_66.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_66.png,1,66,True,True
/root/autodl-tmp/LiTS/volume-1_67.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_67.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_67.png,1,67,True,True
/root/autodl-tmp/LiTS/volume-1_68.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_68.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_68.png,1,68,True,True
/root/autodl-tmp/LiTS/volume-1_69.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_69.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_69.png,1,69,True,True
/root/autodl-tmp/LiTS/volume-1_70.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_70.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_70.png,1,70,True,True
/root/autodl-tmp/LiTS/volume-1_71.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_71.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_71.png,1,71,True,True
/root/autodl-tmp/LiTS/volume-1_72.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_72.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_72.png,1,72,True,True
/root/autodl-tmp/LiTS/volume-1_73.png,/root/autodl-tmp/LiTS/segmentation-1_livermask_73.png,/root/autodl-tmp/LiTS/segmentation-1_lesionmask_73.png,1,73,True,True
/root/autodl-tmp/LiTS/volume-2_440.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_440.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_440.png,2,184,True,True
/root/autodl-tmp/LiTS/volume-2_441.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_441.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_441.png,2,185,True,True
/root/autodl-tmp/LiTS/volume-2_442.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_442.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_442.png,2,186,True,True
/root/autodl-tmp/LiTS/volume-2_443.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_443.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_443.png,2,187,True,True
/root/autodl-tmp/LiTS/volume-2_444.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_444.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_444.png,2,188,True,True
/root/autodl-tmp/LiTS/volume-2_445.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_445.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_445.png,2,189,True,True
/root/autodl-tmp/LiTS/volume-2_446.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_446.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_446.png,2,190,True,True
/root/autodl-tmp/LiTS/volume-2_447.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_447.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_447.png,2,191,True,True
/root/autodl-tmp/LiTS/volume-2_448.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_448.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_448.png,2,192,True,True
/root/autodl-tmp/LiTS/volume-2_449.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_449.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_449.png,2,193,True,True
/root/autodl-tmp/LiTS/volume-2_450.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_450.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_450.png,2,194,True,True
/root/autodl-tmp/LiTS/volume-2_451.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_451.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_451.png,2,195,True,True
/root/autodl-tmp/LiTS/volume-2_452.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_452.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_452.png,2,196,True,True
/root/autodl-tmp/LiTS/volume-2_453.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_453.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_453.png,2,197,True,True
/root/autodl-tmp/LiTS/volume-2_454.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_454.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_454.png,2,198,True,True
/root/autodl-tmp/LiTS/volume-2_455.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_455.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_455.png,2,199,True,True
/root/autodl-tmp/LiTS/volume-2_456.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_456.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_456.png,2,200,True,True
/root/autodl-tmp/LiTS/volume-2_457.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_457.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_457.png,2,201,True,True
/root/autodl-tmp/LiTS/volume-2_458.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_458.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_458.png,2,202,True,True
/root/autodl-tmp/LiTS/volume-2_459.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_459.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_459.png,2,203,True,True
/root/autodl-tmp/LiTS/volume-2_460.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_460.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_460.png,2,204,True,True
/root/autodl-tmp/LiTS/volume-2_461.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_461.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_461.png,2,205,True,True
/root/autodl-tmp/LiTS/volume-2_462.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_462.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_462.png,2,206,True,True
/root/autodl-tmp/LiTS/volume-2_463.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_463.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_463.png,2,207,True,True
/root/autodl-tmp/LiTS/volume-2_464.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_464.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_464.png,2,208,True,True
/root/autodl-tmp/LiTS/volume-2_465.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_465.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_465.png,2,209,True,True
/root/autodl-tmp/LiTS/volume-2_466.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_466.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_466.png,2,210,True,True
/root/autodl-tmp/LiTS/volume-2_467.png,/root/autodl-tmp/LiTS/segmentation-2_livermask_467.png,/root/autodl-tmp/LiTS/segmentation-2_lesionmask_467.png,2,211,True,True
/root/autodl-tmp/LiTS/volume-3_356.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_356.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_356.png,3,100,True,True
/root/autodl-tmp/LiTS/volume-3_357.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_357.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_357.png,3,101,True,True
/root/autodl-tmp/LiTS/volume-3_358.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_358.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_358.png,3,102,True,True
/root/autodl-tmp/LiTS/volume-3_359.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_359.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_359.png,3,103,True,True
/root/autodl-tmp/LiTS/volume-3_360.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_360.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_360.png,3,104,True,True
/root/autodl-tmp/LiTS/volume-3_361.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_361.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_361.png,3,105,True,True
/root/autodl-tmp/LiTS/volume-3_362.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_362.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_362.png,3,106,True,True
/root/autodl-tmp/LiTS/volume-3_363.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_363.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_363.png,3,107,True,True
/root/autodl-tmp/LiTS/volume-3_364.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_364.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_364.png,3,108,True,True
/root/autodl-tmp/LiTS/volume-3_365.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_365.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_365.png,3,109,True,True
/root/autodl-tmp/LiTS/volume-3_366.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_366.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_366.png,3,110,True,True
/root/autodl-tmp/LiTS/volume-3_367.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_367.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_367.png,3,111,True,True
/root/autodl-tmp/LiTS/volume-3_368.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_368.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_368.png,3,112,True,True
/root/autodl-tmp/LiTS/volume-3_369.png,/root/autodl-tmp/LiTS/segmentation-3_livermask_369.png,/root/autodl-tmp/LiTS/segmentation-3_lesionmask_369.png,3,113,True,True
/root/autodl-tmp/LiTS/volume-4_512.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_512.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_512.png,4,0,True,True
/root/autodl-tmp/LiTS/volume-4_513.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_513.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_513.png,4,1,True,True
/root/autodl-tmp/LiTS/volume-4_514.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_514.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_514.png,4,2,True,True
/root/autodl-tmp/LiTS/volume-4_515.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_515.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_515.png,4,3,True,True
/root/autodl-tmp/LiTS/volume-4_516.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_516.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_516.png,4,4,True,True
/root/autodl-tmp/LiTS/volume-4_517.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_517.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_517.png,4,5,True,True
/root/autodl-tmp/LiTS/volume-4_518.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_518.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_518.png,4,6,True,True
/root/autodl-tmp/LiTS/volume-4_519.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_519.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_519.png,4,7,True,True
/root/autodl-tmp/LiTS/volume-4_520.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_520.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_520.png,4,8,True,True
/root/autodl-tmp/LiTS/volume-4_521.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_521.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_521.png,4,9,True,True
/root/autodl-tmp/LiTS/volume-4_522.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_522.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_522.png,4,10,True,True
/root/autodl-tmp/LiTS/volume-4_523.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_523.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_523.png,4,11,True,True
/root/autodl-tmp/LiTS/volume-4_524.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_524.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_524.png,4,12,True,True
/root/autodl-tmp/LiTS/volume-4_525.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_525.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_525.png,4,13,True,True
/root/autodl-tmp/LiTS/volume-4_526.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_526.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_526.png,4,14,True,True
/root/autodl-tmp/LiTS/volume-4_527.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_527.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_527.png,4,15,True,True
/root/autodl-tmp/LiTS/volume-4_528.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_528.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_528.png,4,16,True,True
/root/autodl-tmp/LiTS/volume-4_529.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_529.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_529.png,4,17,True,True
/root/autodl-tmp/LiTS/volume-4_530.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_530.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_530.png,4,18,True,True
/root/autodl-tmp/LiTS/volume-4_531.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_531.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_531.png,4,19,True,True
/root/autodl-tmp/LiTS/volume-4_532.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_532.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_532.png,4,20,True,True
/root/autodl-tmp/LiTS/volume-4_533.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_533.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_533.png,4,21,True,True
/root/autodl-tmp/LiTS/volume-4_534.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_534.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_534.png,4,22,True,True
/root/autodl-tmp/LiTS/volume-4_535.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_535.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_535.png,4,23,True,True
/root/autodl-tmp/LiTS/volume-4_536.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_536.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_536.png,4,24,True,True
/root/autodl-tmp/LiTS/volume-4_537.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_537.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_537.png,4,25,True,True
/root/autodl-tmp/LiTS/volume-4_538.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_538.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_538.png,4,26,True,True
/root/autodl-tmp/LiTS/volume-4_539.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_539.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_539.png,4,27,True,True
/root/autodl-tmp/LiTS/volume-4_540.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_540.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_540.png,4,28,True,True
/root/autodl-tmp/LiTS/volume-4_541.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_541.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_541.png,4,29,True,True
/root/autodl-tmp/LiTS/volume-4_542.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_542.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_542.png,4,30,True,True
/root/autodl-tmp/LiTS/volume-4_543.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_543.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_543.png,4,31,True,True
/root/autodl-tmp/LiTS/volume-4_544.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_544.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_544.png,4,32,True,True
/root/autodl-tmp/LiTS/volume-4_545.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_545.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_545.png,4,33,True,True
/root/autodl-tmp/LiTS/volume-4_546.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_546.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_546.png,4,34,True,True
/root/autodl-tmp/LiTS/volume-4_547.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_547.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_547.png,4,35,True,True
/root/autodl-tmp/LiTS/volume-4_548.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_548.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_548.png,4,36,True,True
/root/autodl-tmp/LiTS/volume-4_549.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_549.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_549.png,4,37,True,True
/root/autodl-tmp/LiTS/volume-4_550.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_550.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_550.png,4,38,True,True
/root/autodl-tmp/LiTS/volume-4_551.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_551.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_551.png,4,39,True,True
/root/autodl-tmp/LiTS/volume-4_552.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_552.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_552.png,4,40,True,True
/root/autodl-tmp/LiTS/volume-4_553.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_553.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_553.png,4,41,True,True
/root/autodl-tmp/LiTS/volume-4_554.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_554.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_554.png,4,42,True,True
/root/autodl-tmp/LiTS/volume-4_555.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_555.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_555.png,4,43,True,True
/root/autodl-tmp/LiTS/volume-4_556.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_556.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_556.png,4,44,True,True
/root/autodl-tmp/LiTS/volume-4_557.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_557.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_557.png,4,45,True,True
/root/autodl-tmp/LiTS/volume-4_558.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_558.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_558.png,4,46,True,True
/root/autodl-tmp/LiTS/volume-4_559.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_559.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_559.png,4,47,True,True
/root/autodl-tmp/LiTS/volume-4_560.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_560.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_560.png,4,48,True,True
/root/autodl-tmp/LiTS/volume-4_561.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_561.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_561.png,4,49,True,True
/root/autodl-tmp/LiTS/volume-4_562.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_562.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_562.png,4,50,True,True
/root/autodl-tmp/LiTS/volume-4_563.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_563.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_563.png,4,51,True,True
/root/autodl-tmp/LiTS/volume-4_564.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_564.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_564.png,4,52,True,True
/root/autodl-tmp/LiTS/volume-4_565.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_565.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_565.png,4,53,True,True
/root/autodl-tmp/LiTS/volume-4_566.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_566.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_566.png,4,54,True,True
/root/autodl-tmp/LiTS/volume-4_567.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_567.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_567.png,4,55,True,True
/root/autodl-tmp/LiTS/volume-4_568.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_568.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_568.png,4,56,True,True
/root/autodl-tmp/LiTS/volume-4_569.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_569.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_569.png,4,57,True,True
/root/autodl-tmp/LiTS/volume-4_570.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_570.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_570.png,4,58,True,True
/root/autodl-tmp/LiTS/volume-4_571.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_571.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_571.png,4,59,True,True
/root/autodl-tmp/LiTS/volume-4_572.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_572.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_572.png,4,60,True,True
/root/autodl-tmp/LiTS/volume-4_573.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_573.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_573.png,4,61,True,True
/root/autodl-tmp/LiTS/volume-4_574.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_574.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_574.png,4,62,True,True
/root/autodl-tmp/LiTS/volume-4_575.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_575.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_575.png,4,63,True,True
/root/autodl-tmp/LiTS/volume-4_576.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_576.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_576.png,4,64,True,True
/root/autodl-tmp/LiTS/volume-4_577.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_577.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_577.png,4,65,True,True
/root/autodl-tmp/LiTS/volume-4_578.png,/root/autodl-tmp/LiTS/segmentation-4_livermask_578.png,/root/autodl-tmp/LiTS/segmentation-4_lesionmask_578.png,4,66,True,True
