filepath,liver_maskpath,tumor_maskpath,study_number,instance_number,liver_mask_empty,tumor_mask_empty
/root/autodl-tmp/LiTS/volume-29_14.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_14.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_14.png,29,14,False,False
/root/autodl-tmp/LiTS/volume-29_15.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_15.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_15.png,29,15,False,False
/root/autodl-tmp/LiTS/volume-29_16.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_16.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_16.png,29,16,False,False
/root/autodl-tmp/LiTS/volume-29_17.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_17.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_17.png,29,17,False,False
/root/autodl-tmp/LiTS/volume-29_18.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_18.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_18.png,29,18,False,False
/root/autodl-tmp/LiTS/volume-29_19.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_19.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_19.png,29,19,False,False
/root/autodl-tmp/LiTS/volume-29_20.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_20.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_20.png,29,20,False,False
/root/autodl-tmp/LiTS/volume-29_21.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_21.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_21.png,29,21,False,False
/root/autodl-tmp/LiTS/volume-29_22.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_22.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_22.png,29,22,False,False
/root/autodl-tmp/LiTS/volume-29_23.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_23.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_23.png,29,23,False,False
/root/autodl-tmp/LiTS/volume-29_24.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_24.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_24.png,29,24,False,False
/root/autodl-tmp/LiTS/volume-29_25.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_25.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_25.png,29,25,False,False
/root/autodl-tmp/LiTS/volume-29_26.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_26.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_26.png,29,26,False,False
/root/autodl-tmp/LiTS/volume-29_27.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_27.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_27.png,29,27,False,False
/root/autodl-tmp/LiTS/volume-29_28.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_28.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_28.png,29,28,False,False
/root/autodl-tmp/LiTS/volume-29_29.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_29.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_29.png,29,29,False,False
/root/autodl-tmp/LiTS/volume-29_30.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_30.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_30.png,29,30,False,False
/root/autodl-tmp/LiTS/volume-29_31.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_31.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_31.png,29,31,False,False
/root/autodl-tmp/LiTS/volume-29_32.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_32.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_32.png,29,32,False,False
/root/autodl-tmp/LiTS/volume-29_33.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_33.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_33.png,29,33,False,False
/root/autodl-tmp/LiTS/volume-29_34.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_34.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_34.png,29,34,False,False
/root/autodl-tmp/LiTS/volume-29_35.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_35.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_35.png,29,35,False,False
/root/autodl-tmp/LiTS/volume-29_36.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_36.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_36.png,29,36,False,False
/root/autodl-tmp/LiTS/volume-29_37.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_37.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_37.png,29,37,False,False
/root/autodl-tmp/LiTS/volume-29_38.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_38.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_38.png,29,38,False,False
/root/autodl-tmp/LiTS/volume-29_39.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_39.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_39.png,29,39,False,False
/root/autodl-tmp/LiTS/volume-29_40.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_40.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_40.png,29,40,False,False
/root/autodl-tmp/LiTS/volume-29_41.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_41.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_41.png,29,41,False,False
/root/autodl-tmp/LiTS/volume-29_42.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_42.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_42.png,29,42,False,False
/root/autodl-tmp/LiTS/volume-29_43.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_43.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_43.png,29,43,False,False
/root/autodl-tmp/LiTS/volume-29_44.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_44.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_44.png,29,44,True,False
/root/autodl-tmp/LiTS/volume-29_45.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_45.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_45.png,29,45,True,False
/root/autodl-tmp/LiTS/volume-29_46.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_46.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_46.png,29,46,True,False
/root/autodl-tmp/LiTS/volume-29_47.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_47.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_47.png,29,47,True,False
/root/autodl-tmp/LiTS/volume-29_48.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_48.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_48.png,29,48,True,False
/root/autodl-tmp/LiTS/volume-29_49.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_49.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_49.png,29,49,True,False
/root/autodl-tmp/LiTS/volume-29_50.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_50.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_50.png,29,50,True,False
/root/autodl-tmp/LiTS/volume-29_51.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_51.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_51.png,29,51,True,False
/root/autodl-tmp/LiTS/volume-29_52.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_52.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_52.png,29,52,True,False
/root/autodl-tmp/LiTS/volume-29_53.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_53.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_53.png,29,53,True,False
/root/autodl-tmp/LiTS/volume-29_54.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_54.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_54.png,29,54,True,False
/root/autodl-tmp/LiTS/volume-29_55.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_55.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_55.png,29,55,True,False
/root/autodl-tmp/LiTS/volume-29_56.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_56.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_56.png,29,56,True,True
/root/autodl-tmp/LiTS/volume-29_57.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_57.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_57.png,29,57,True,True
/root/autodl-tmp/LiTS/volume-29_58.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_58.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_58.png,29,58,True,True
/root/autodl-tmp/LiTS/volume-29_59.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_59.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_59.png,29,59,True,True
/root/autodl-tmp/LiTS/volume-29_60.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_60.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_60.png,29,60,True,True
/root/autodl-tmp/LiTS/volume-29_61.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_61.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_61.png,29,61,True,True
/root/autodl-tmp/LiTS/volume-29_62.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_62.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_62.png,29,62,True,True
/root/autodl-tmp/LiTS/volume-29_63.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_63.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_63.png,29,63,True,True
/root/autodl-tmp/LiTS/volume-29_64.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_64.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_64.png,29,64,True,True
/root/autodl-tmp/LiTS/volume-29_65.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_65.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_65.png,29,65,True,True
/root/autodl-tmp/LiTS/volume-29_66.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_66.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_66.png,29,66,True,True
/root/autodl-tmp/LiTS/volume-29_67.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_67.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_67.png,29,67,True,True
/root/autodl-tmp/LiTS/volume-29_68.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_68.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_68.png,29,68,True,True
/root/autodl-tmp/LiTS/volume-29_69.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_69.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_69.png,29,69,True,True
/root/autodl-tmp/LiTS/volume-29_70.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_70.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_70.png,29,70,True,True
/root/autodl-tmp/LiTS/volume-29_71.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_71.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_71.png,29,71,True,True
/root/autodl-tmp/LiTS/volume-29_72.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_72.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_72.png,29,72,True,True
/root/autodl-tmp/LiTS/volume-29_73.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_73.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_73.png,29,73,True,True
/root/autodl-tmp/LiTS/volume-29_74.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_74.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_74.png,29,74,True,True
/root/autodl-tmp/LiTS/volume-29_75.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_75.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_75.png,29,75,True,True
/root/autodl-tmp/LiTS/volume-29_76.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_76.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_76.png,29,76,True,True
/root/autodl-tmp/LiTS/volume-29_77.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_77.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_77.png,29,77,True,True
/root/autodl-tmp/LiTS/volume-29_78.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_78.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_78.png,29,78,True,False
/root/autodl-tmp/LiTS/volume-29_79.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_79.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_79.png,29,79,True,False
/root/autodl-tmp/LiTS/volume-29_80.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_80.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_80.png,29,80,True,False
/root/autodl-tmp/LiTS/volume-29_81.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_81.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_81.png,29,81,True,False
/root/autodl-tmp/LiTS/volume-29_82.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_82.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_82.png,29,82,True,False
/root/autodl-tmp/LiTS/volume-29_83.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_83.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_83.png,29,83,True,False
/root/autodl-tmp/LiTS/volume-29_84.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_84.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_84.png,29,84,True,False
/root/autodl-tmp/LiTS/volume-29_85.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_85.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_85.png,29,85,True,False
/root/autodl-tmp/LiTS/volume-29_86.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_86.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_86.png,29,86,True,False
/root/autodl-tmp/LiTS/volume-29_87.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_87.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_87.png,29,87,True,False
/root/autodl-tmp/LiTS/volume-29_88.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_88.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_88.png,29,88,True,False
/root/autodl-tmp/LiTS/volume-29_89.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_89.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_89.png,29,89,True,False
/root/autodl-tmp/LiTS/volume-29_90.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_90.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_90.png,29,90,True,False
/root/autodl-tmp/LiTS/volume-29_91.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_91.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_91.png,29,91,True,False
/root/autodl-tmp/LiTS/volume-29_92.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_92.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_92.png,29,92,True,False
/root/autodl-tmp/LiTS/volume-29_93.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_93.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_93.png,29,93,True,False
/root/autodl-tmp/LiTS/volume-29_94.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_94.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_94.png,29,94,True,False
/root/autodl-tmp/LiTS/volume-29_95.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_95.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_95.png,29,95,True,False
/root/autodl-tmp/LiTS/volume-29_96.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_96.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_96.png,29,96,True,False
/root/autodl-tmp/LiTS/volume-29_97.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_97.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_97.png,29,97,True,False
/root/autodl-tmp/LiTS/volume-29_98.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_98.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_98.png,29,98,True,False
/root/autodl-tmp/LiTS/volume-29_99.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_99.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_99.png,29,99,True,False
/root/autodl-tmp/LiTS/volume-29_100.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_100.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_100.png,29,100,True,False
/root/autodl-tmp/LiTS/volume-29_101.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_101.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_101.png,29,101,True,False
/root/autodl-tmp/LiTS/volume-29_102.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_102.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_102.png,29,102,True,False
/root/autodl-tmp/LiTS/volume-29_103.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_103.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_103.png,29,103,True,False
/root/autodl-tmp/LiTS/volume-29_104.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_104.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_104.png,29,104,True,False
/root/autodl-tmp/LiTS/volume-29_105.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_105.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_105.png,29,105,True,False
/root/autodl-tmp/LiTS/volume-29_106.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_106.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_106.png,29,106,True,False
/root/autodl-tmp/LiTS/volume-29_107.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_107.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_107.png,29,107,True,False
/root/autodl-tmp/LiTS/volume-29_108.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_108.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_108.png,29,108,True,False
/root/autodl-tmp/LiTS/volume-29_109.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_109.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_109.png,29,109,True,False
/root/autodl-tmp/LiTS/volume-29_110.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_110.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_110.png,29,110,True,False
/root/autodl-tmp/LiTS/volume-29_111.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_111.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_111.png,29,111,True,False
/root/autodl-tmp/LiTS/volume-29_112.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_112.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_112.png,29,112,True,False
/root/autodl-tmp/LiTS/volume-29_113.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_113.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_113.png,29,113,True,False
/root/autodl-tmp/LiTS/volume-29_114.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_114.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_114.png,29,114,True,False
/root/autodl-tmp/LiTS/volume-29_115.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_115.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_115.png,29,115,True,False
/root/autodl-tmp/LiTS/volume-29_116.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_116.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_116.png,29,116,True,False
/root/autodl-tmp/LiTS/volume-29_117.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_117.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_117.png,29,117,True,False
/root/autodl-tmp/LiTS/volume-29_118.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_118.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_118.png,29,118,True,False
/root/autodl-tmp/LiTS/volume-29_119.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_119.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_119.png,29,119,True,False
/root/autodl-tmp/LiTS/volume-29_120.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_120.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_120.png,29,120,True,False
/root/autodl-tmp/LiTS/volume-29_121.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_121.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_121.png,29,121,True,False
/root/autodl-tmp/LiTS/volume-29_122.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_122.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_122.png,29,122,True,False
/root/autodl-tmp/LiTS/volume-29_123.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_123.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_123.png,29,123,True,False
/root/autodl-tmp/LiTS/volume-29_124.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_124.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_124.png,29,124,True,False
/root/autodl-tmp/LiTS/volume-29_125.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_125.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_125.png,29,125,True,False
/root/autodl-tmp/LiTS/volume-29_126.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_126.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_126.png,29,126,True,False
/root/autodl-tmp/LiTS/volume-29_127.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_127.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_127.png,29,127,True,False
/root/autodl-tmp/LiTS/volume-29_128.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_128.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_128.png,29,128,True,False
/root/autodl-tmp/LiTS/volume-29_129.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_129.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_129.png,29,129,True,False
/root/autodl-tmp/LiTS/volume-29_130.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_130.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_130.png,29,130,True,False
/root/autodl-tmp/LiTS/volume-29_131.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_131.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_131.png,29,131,True,False
/root/autodl-tmp/LiTS/volume-29_132.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_132.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_132.png,29,132,True,False
/root/autodl-tmp/LiTS/volume-29_133.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_133.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_133.png,29,133,True,False
/root/autodl-tmp/LiTS/volume-29_134.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_134.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_134.png,29,134,True,False
/root/autodl-tmp/LiTS/volume-29_135.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_135.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_135.png,29,135,True,False
/root/autodl-tmp/LiTS/volume-29_136.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_136.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_136.png,29,136,True,False
/root/autodl-tmp/LiTS/volume-29_137.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_137.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_137.png,29,137,True,False
/root/autodl-tmp/LiTS/volume-29_138.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_138.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_138.png,29,138,True,False
/root/autodl-tmp/LiTS/volume-29_139.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_139.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_139.png,29,139,True,False
/root/autodl-tmp/LiTS/volume-29_140.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_140.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_140.png,29,140,True,False
/root/autodl-tmp/LiTS/volume-29_141.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_141.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_141.png,29,141,True,False
/root/autodl-tmp/LiTS/volume-29_142.png,/root/autodl-tmp/LiTS/segmentation-29_livermask_142.png,/root/autodl-tmp/LiTS/segmentation-29_lesionmask_142.png,29,142,True,False
